City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Pozo Colorado,PY,-23.4923,-58.7972,71.53,38,0,5.01,clear sky
698,Meulaboh,ID,4.1363,96.1285,77.36,84,100,0.65,overcast clouds
699,Summerland,CA,49.5998,-119.6691,90.09,37,40,8.05,scattered clouds
700,Alenquer,BR,-1.9417,-54.7383,88.27,44,95,3.47,overcast clouds
701,Venado Tuerto,AR,-33.7456,-61.9688,64.76,52,2,10.02,clear sky
702,Poso,ID,-1.3959,120.7524,76.26,89,100,3.51,overcast clouds
703,Calvinia,ZA,-31.4707,19.776,50.09,70,89,7.43,overcast clouds
704,Manta,EC,-0.95,-80.7333,82.18,69,40,11.5,scattered clouds
705,Maymyo,MM,22.0333,96.4667,67.6,95,100,3.91,heavy intensity rain
706,Wuhu,CN,31.3366,118.3755,81.93,72,100,2.51,overcast clouds
707,Bay Roberts,CA,47.5999,-53.2648,61.52,86,99,3.0,overcast clouds
708,Waddan,LY,29.1614,16.139,86.22,24,0,6.35,clear sky
709,Pemba,MZ,-12.974,40.5178,74.1,83,75,5.75,broken clouds
710,Taiyuan,CN,37.8694,112.5603,73.26,88,16,2.24,few clouds
711,Sterling,US,39.0062,-77.4286,88.86,48,20,10.36,few clouds
